,Unnamed: 0,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
558,558,698990.1105787037,32.604,76.181,20.0,6.3,mw,,,,,iscgem,iscgem914010,735731.7865856482,"Himachal Pradesh, India",earthquake
559,559,698984.9216087963,37.629,30.021,15.0,7.0,mw,,,,,iscgem,iscgem914008,735731.7865856482,western Turkey,earthquake
560,560,698924.9455902778,42.747,92.09,15.0,7.3,mw,,,,,iscgem,iscgem914001,735731.7865856482,"northern Xinjiang, China",earthquake
561,561,698884.7968171296,-3.924,101.82,35.0,7.6,mw,,,,,iscgem,iscgem913990,735731.7865856482,"southern Sumatra, Indonesia",earthquake
562,562,698854.5991550926,-1.829,136.943,15.0,8.1,mw,,,,,iscgem,iscgem913984,735731.7865856482,"Biak region, Indonesia",earthquake
563,563,698738.1498263889,-36.292,-75.057,15.0,7.6,mw,,,,,iscgemsup,iscgemsup913964,735792.7099768518,"off the coast of Bio-Bio, Chile",earthquake
564,564,698698.6513425926,24.245,102.227,15.0,6.7,mw,,,,,iscgem,iscgem914108,735731.7865856482,"Yunnan, China",earthquake
565,565,698561.9268171296,-16.469,-73.823,25.0,7.7,mw,,,,,iscgem,iscgem914088,735731.7865856482,near the coast of southern Peru,earthquake
566,566,698556.7160069444,48.117,156.005,15.0,6.9,mw,,,,,iscgem,iscgem914087,735731.7865856482,east of the Kuril Islands,earthquake
567,567,698520.2064699074,-20.53,-173.854,25.0,7.7,mw,,,,,iscgem,iscgem914078,735731.7865856482,Tonga,earthquake
568,568,698508.3981365741,43.603,25.952,15.0,6.6,mw,,,,,iscgem,iscgem914076,735731.7865856482,Bulgaria,earthquake
569,569,698493.491099537,-4.685,151.767,15.0,7.2,mw,,,,,iscgem,iscgem914073,735731.7865856482,"New Britain region, Papua New Guinea",earthquake
570,570,698416.3646296297,5.354,126.121,15.0,7.8,mw,,,,,iscgem,iscgem914043,735731.7865856482,"Mindanao, Philippines",earthquake
571,571,698250.8690162037,7.299,136.888,15.0,7.5,mw,,,,,iscgem,iscgem16958211,735731.7865856482,Palau region,earthquake
572,572,698199.0618402777,40.638,27.023,15.0,7.1,mw,,,,,iscgem,iscgem16958205,735731.7865856482,western Turkey,earthquake
573,573,698168.345949074,3.332,33.566,10.0,6.0,mw,,,,,iscgemsup,iscgemsup16958200,735792.7099768518,Uganda,earthquake
574,574,698121.1000462963,21.036,96.737,15.0,7.5,mw,,,,,iscgemsup,iscgemsup16958191,735792.7099768518,Myanmar,earthquake
575,575,698001.6827893519,37.899,21.018,15.0,6.5,mw,,,,,iscgemsup,iscgemsup16958178,735792.7099768518,southern Greece,earthquake
576,576,697962.8017592593,17.159,-99.994,30.0,7.3,mw,,,,,iscgem,iscgem16958175,735731.7865856482,"Guerrero, Mexico",earthquake
577,577,697899.974988426,30.759,80.279,20.0,6.5,mw,,,,,iscgem,iscgem16958167,735731.7865856482,western Xizang-India border region,earthquake
578,578,697840.9453356481,7.237,136.944,15.0,7.8,mw,,,,,iscgem,iscgem16958156,735731.7865856482,Palau region,earthquake
579,579,697805.1719675926,8.546,127.103,15.0,7.7,mw,,,,,iscgem,iscgem16958154,735731.7865856482,Philippine Islands region,earthquake
580,580,697778.6013078704,29.049,128.778,100.0,7.9,mw,,,,,iscgem,iscgem16958149,735731.7865856482,"northwest of the Ryukyu Islands, Japan",earthquake
581,581,697770.4603009259,18.517,-102.442,30.0,7.6,mw,,,,,iscgem,iscgem16958148,735731.7865856482,"Michoacan, Mexico",earthquake
582,582,697720.7600347223,30.46,56.305,15.0,6.5,mw,,,,,iscgem,iscgem16958141,735731.7865856482,central Iran,earthquake
583,583,697706.6554050926,36.406,25.884,15.0,6.0,mw,,,,,iscgemsup,iscgemsup16958138,735792.7099768518,"Dodecanese Islands, Greece",earthquake
584,584,697661.7785763888,38.331,72.628,15.0,7.3,mw,,,,,iscgem,iscgem16958134,735731.7865856482,Tajikistan,earthquake
585,585,697615.97625,43.013,78.53,20.0,7.7,mw,,,,,iscgem,iscgem16958130,735731.7865856482,eastern Kazakhstan,earthquake
586,586,697613.4291782407,37.334,66.571,35.0,6.7,mw,,,,,iscgem,iscgem16958129,735731.7865856482,central Afghanistan,earthquake
587,587,697597.614525463,4.685,126.051,15.0,7.6,mw,,,,,iscgem,iscgem16958127,735731.7865856482,"Kepulauan Talaud, Indonesia",earthquake
588,588,697594.4843402777,-6.351,31.27,15.0,7.3,mw,,,,,iscgemsup,iscgemsup16958124,735792.7099768518,"Lake Tanganyika region, Tanzania",earthquake
589,589,697560.2513888889,-16.289,166.904,20.0,7.3,mw,,,,,iscgem,iscgem16958113,735731.7865856482,Vanuatu,earthquake
590,590,697414.2713310185,-19.572,169.438,100.0,7.8,mw,,,,,iscgem,iscgem16958089,735731.7865856482,Vanuatu,earthquake
591,591,697349.0155555556,25.911,123.973,235.0,8.1,mw,,,,,iscgem,iscgem16958079,735731.7865856482,northeast of Taiwan,earthquake
592,592,697255.617650463,34.043,121.976,20.0,6.5,mw,,,,,iscgemsup,iscgemsup16958065,735792.7099768518,Yellow Sea,earthquake
593,593,697175.9870601852,28.074,69.333,35.0,7.0,mw,,,,,iscgem,iscgem16958054,735731.7865856482,Pakistan,earthquake
594,594,697093.4526736111,16.471,-99.427,20.0,7.5,mw,,,,,iscgem,iscgem16958045,735731.7865856482,"offshore Guerrero, Mexico",earthquake
595,595,697070.901238426,35.387,70.251,200.0,7.7,mw,,,,,iscgem,iscgem16958043,735731.7865856482,"Hindu Kush region, Afghanistan",earthquake
596,596,696954.6034722222,35.407,142.29,15.0,7.1,mw,,,,,iscgem,iscgem16958018,735731.7865856482,"off the east coast of Honshu, Japan",earthquake
597,597,696922.4749652778,39.665,38.027,15.0,6.3,mw,,,,,iscgemsup,iscgemsup16958012,735792.7099768518,eastern Turkey,earthquake
598,598,696905.1169907408,34.248,50.41,15.0,7.3,mw,,,,,iscgemsup,iscgemsup16958011,735792.7099768518,central Iran,earthquake
599,599,696879.1808564814,38.0,15.349,15.0,7.0,mw,,,,,iscgem,iscgem16958009,735731.7865856482,"Sicily, Italy",earthquake
600,600,696863.5381597222,26.948,96.773,15.0,7.0,mw,,,,,iscgem,iscgem16958007,735731.7865856482,Myanmar,earthquake
601,601,696749.4120833334,31.228,87.835,15.0,6.9,mw,,,,,iscgemsup,iscgemsup16957997,735792.7099768518,western Xizang,earthquake
602,602,696556.7592245371,29.278,100.656,15.0,6.7,mw,,,,,iscgem,iscgem16957984,735731.7865856482,"western Sichuan, China",earthquake
603,603,696445.1831365741,39.179,70.585,20.0,7.4,mw,,,,,iscgem,iscgem16957975,735731.7865856482,Tajikistan,earthquake
604,604,696275.243761574,-6.708,152.821,25.0,6.6,mw,,,,,iscgem,iscgem16957956,735731.7865856482,"New Britain region, Papua New Guinea",earthquake
605,605,696256.2558449074,16.513,-97.304,30.0,7.8,mw,,,,,iscgem,iscgem16957951,735731.7865856482,"Oaxaca, Mexico",earthquake
606,606,696155.2216550926,1.873,94.209,15.0,7.8,mw,,,,,iscgem,iscgem16957943,735731.7865856482,off the west coast of northern Sumatra,earthquake
607,607,696142.7647106481,44.284,85.572,15.0,7.8,mw,,,,,iscgem,iscgem16957935,735731.7865856482,"northern Xinjiang, China",earthquake
608,608,696083.6134027778,36.79,67.021,35.0,7.0,mw,,,,,iscgemsup,iscgemsup16957929,735792.7099768518,central Afghanistan,earthquake
609,609,696057.6421412037,-4.144,-77.273,100.0,6.8,mw,,,,,iscgemsup,iscgemsup16957922,735792.7099768518,northern Peru,earthquake
610,610,696043.6699421296,-6.249,147.281,35.0,8.0,mw,,,,,iscgemsup,iscgemsup16957920,735792.7099768518,"eastern New Guinea region, Papua New Guinea",earthquake
611,611,696023.5746064815,7.415,40.813,15.0,6.5,mw,,,,,iscgemsup,iscgemsup16957915,735792.7099768518,Ethiopia,earthquake
612,612,696015.027824074,-32.4,-71.4,35.0,8.2,mw,,,,,iscgemsup,iscgemsup16957911,735792.7099768518,"Valparaiso, Chile",earthquake
613,613,696015.0077546296,51.853,178.18,110.0,8.3,mw,,,,,iscgem,iscgem16957912,735731.7865856482,"Rat Islands, Aleutian Islands, Alaska",earthquake
614,614,695894.5503125,38.056,-122.403,10.0,7.7,mw,,,,,iscgem,iscgem16957905,735731.7865856482,"San Pablo Bay, California",earthquake
615,615,695847.2605324074,41.736,80.031,20.0,6.7,mw,,,,,iscgemsup,iscgemsup16957887,735792.7099768518,"southern Xinjiang, China",earthquake
616,616,695817.6501157407,0.955,-79.369,20.0,8.3,mw,,,,,iscgemsup,iscgemsup16957884,735792.7099768518,near the coast of Ecuador,earthquake
617,617,695807.5760763889,34.167,138.101,300.0,7.4,mw,,,,,iscgem,iscgem16957883,735731.7865856482,"near the south coast of Honshu, Japan",earthquake
618,618,695759.5139699074,37.216,38.83,15.0,5.6,mw,,,,,iscgem,iscgem16957879,735731.7865856482,eastern Turkey,earthquake
619,619,695759.2954861111,38.153,38.645,10.0,6.8,mw,,,,,iscgemsup,iscgemsup603952288,735792.7099768518,eastern Turkey,earthquake
620,620,695733.9209490741,39.114,23.974,15.0,7.4,mw,,,,,iscgemsup,iscgemsup16957878,735792.7099768518,Aegean Sea,earthquake
621,621,695715.4593402778,43.096,41.664,15.0,6.4,mw,,,,,iscgemsup,iscgemsup16957875,735792.7099768518,Georgia (Sak'art'velo),earthquake
622,622,695672.071550926,38.636,15.784,15.0,7.2,mw,,,,,iscgem,iscgem16957871,735731.7865856482,"Sicily, Italy",earthquake
623,623,695625.1155324074,49.369,96.61,15.0,8.3,mw,,,,,iscgem,iscgem16957865,735731.7865856482,western Mongolia,earthquake
624,624,695611.4032291666,49.709,98.483,15.0,8.3,mw,,,,,iscgem,iscgem16957859,735731.7865856482,central Mongolia,earthquake
625,625,695515.0347106481,32.636,76.788,20.0,7.9,mw,,,,,iscgem,iscgem16957848,735731.7865856482,"Himachal Pradesh, India",earthquake
626,626,695232.8754282407,52.864,160.445,30.0,7.7,mw,,,,,iscgem,iscgem16957819,735731.7865856482,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
627,627,695232.6150347223,51.565,161.417,15.0,7.5,mw,,,,,iscgemsup,iscgemsup16957820,735792.7099768518,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
628,628,694704.0743055556,15.0,-98.0,0.0,7.7,mw,,,,,iscgem,iscgem16957788,735731.7865856482,"off the coast of Oaxaca, Mexico",earthquake
629,629,694591.8458333333,16.0,-93.0,0.0,7.8,mw,,,,,iscgem,iscgem16957778,735731.7865856482,"Chiapas, Mexico",earthquake
630,630,694590.0736111111,18.0,146.0,0.0,7.5,mw,,,,,iscgem,iscgem16957777,735731.7865856482,"Alamagan region, Northern Mariana Islands",earthquake
631,631,694559.125,40.0,77.0,0.0,7.7,mw,,,,,iscgem,iscgem16957769,735731.7865856482,Kyrgyzstan-Xinjiang border region,earthquake
632,632,694434.0993055556,14.0,-91.0,0.0,7.5,mw,,,,,iscgem,iscgem16957763,735731.7865856482,Guatemala,earthquake
633,633,694181.7729166667,40.0,144.0,0.0,7.5,mw,,,,,iscgem,iscgem16957736,735731.7865856482,"off the east coast of Honshu, Japan",earthquake
634,634,694181.5423611111,-22.0,170.0,0.0,7.9,mw,,,,,iscgem,iscgem16957737,735731.7865856482,southeast of the Loyalty Islands,earthquake
635,635,693897.3826388889,11.0,-66.0,0.0,7.7,mw,,,,,iscgem,iscgem16957719,735731.7865856482,"offshore Miranda, Venezuela",earthquake
636,636,693877.5194444444,60.0,-142.0,0.0,7.7,mw,,,,,iscgem,iscgem16957718,735731.7865856482,Southeastern Alaska,earthquake
637,637,693805.2909722222,-10.0,165.0,0.0,7.6,mw,,,,,iscgem,iscgem16957713,735731.7865856482,Santa Cruz Islands,earthquake
